water_source_clean,water_source_category,water_tech_clean,clean_adm1,clean_adm2,clean_adm3,status_clean,distance_to_primary,distance_to_secondary,distance_to_tertiary,distance_to_city,distance_to_town,local_population,served_population,crucialness,pressure,staleness_score,latitude,longitude,chirps_30_precipitation,ndvi_30_NDVI,lst_30_LST_Day_1km,pop_population,risk_score
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Mbooni,Tulimani,"Functional, not in use",8687.059911878061,12903.850457308125,2715.094076671843,15420.405904920412,15052.58495056144,935.0,309.0,0.3304812834224599,1.1566666666666667,67.88215396207407,-1.586939,37.388325,0.2966587543487549,0.6181,23.88000000000005,2.715249538421631,1
Protected Well,Well,Motorized Pump - Electric,Migori,Suna East,Suna Central,Non-Functional,52876.3256557678,4402.2718373965445,828.5221069873885,53894.49964563876,3520.799236056269,2414.0,1001.0,0.4146644573322287,3.3366666666666664,93.27089144096396,-1.073752,34.497425,2.6479475498199463,0.8008000000000001,22.620000000000005,6.218790531158447,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Khwisero,Kisa East,Non-Functional,9958.787907431031,2202.8697739231698,1491.4504453385844,20130.693007683312,6319.192151362264,2300.0,76.0,0.0330434782608695,0.2533333333333333,93.27089144096396,0.13821,34.640766,5.957250595092773,0.76605,23.515000000000043,6.177189350128174,1
Borehole/Tubewell,Well,Hand Pump - Afridev,Busia,Budalangi,Bunyala North,Functional,21476.67169373913,2501.8362054271493,844.1403227705063,33656.28587105394,21369.81997509374,986.0,868.0,0.8803245436105477,2.893333333333333,24.600990104168595,0.165162,34.056252,2.9244306087493896,0.7765500000000001,25.14500000000004,3.868343114852905,2
Protected Well,Well,Motorized Pump - Electric,Busia,Butula,Marachi Central,Non-Functional,8134.36134477455,292.9917689992394,2652.313352199582,26030.834325799504,8909.071114114056,2512.0,121.0,0.0481687898089172,0.4033333333333333,94.12740650667872,0.327742,34.278606,5.718968868255615,0.77225,24.465000000000032,5.311671257019043,1
Protected Well,Well,Motorized Pump - Electric,Siaya,Alego Usonga,North Alego,Non-Functional,4315.672139892844,3669.007684568371,2588.6132619363057,48104.85337060169,6150.171044909233,1319.0,133.0,0.1008339651250947,0.4433333333333333,93.6834039943942,0.114393,34.342804,3.80613374710083,0.7463500000000001,25.055000000000007,3.712580442428589,1
Undefined Well,Well,Public Tapstand,Kisumu,Seme,North Seme,Non-Functional,7746.451219196532,6464.341179439682,493.9936333125625,24614.8320812766,13782.438164778245,2415.0,584.0,0.2418219461697722,1.9466666666666668,67.75389118766773,-0.050484,34.539277,2.4062745571136475,0.7653500000000001,23.720000000000027,6.738790988922119,2
Protected Well,Well,Motorized Pump - Electric,Trans Nzoia,Cherangany,Cherangany/Suwerwa,Non-Functional,30880.94208210837,372.42356584599145,5750.4608893032,56354.55450452877,24827.495496218224,1627.0,529.0,0.3251382913337431,1.7633333333333334,84.6679910098135,1.029357,35.282921,4.240768909454346,0.82265,20.075000000000045,2.785572052001953,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Malava,South Kabras,Non-Functional,15441.964193160517,12779.858288129835,2920.280720387514,15942.947559382008,22057.49272840863,1888.0,567.0,0.3003177966101695,1.89,93.35913380364286,0.413053,34.812452,6.6443190574646,0.7777000000000001,23.125000000000057,5.405243873596191,1
Protected Well,Well,Public Tapstand,Kisumu,Kisumu Central,Nyalenda B,"Functional, needs repair",1564.209142884671,1622.069870713352,517.031587034336,2158.3483190404586,10617.355083493789,32470.0,2649.0,0.0815829996920234,8.83,67.73253763292519,-0.119424,34.764514,2.181211471557617,0.50605,27.41500000000002,110.18383026123048,3
Protected Well,Well,Hand Pump - Afridev,Kisumu,Nyando,Kobura,Functional,8391.27507342001,699.7592028907836,4989.454251441252,10747.856494102933,9558.103547365648,4459.0,133.0,0.0298273155416012,0.4433333333333333,24.75657113365989,-0.156753,34.83456,2.149205684661865,0.53285,26.930000000000007,7.772561550140381,2
Protected Well,Well,Public Tapstand,Nyamira,Kitutu Masaba,Kemera,"Functional, needs repair",1645.686608370558,1526.8323681693896,1736.5660588109452,3983.2889858320455,10484.485719440603,4019.0,982.0,0.2443393879074396,3.273333333333333,67.73253763292519,-0.681671,34.801443,3.838956356048584,0.7698,21.27000000000004,13.653411865234377,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Shinyalu,Isukha Central,Non-Functional,5828.8768639307245,6552.840964946927,1628.37528043169,6217.227593320744,3723.964230882579,2542.0,306.0,0.1203776553894571,1.02,93.41800842107575,0.242693,34.788631,6.13734245300293,0.8115,22.54000000000002,9.62232494354248,1
Borehole/Tubewell,Well,Hand Pump - Blue,Kakamega,Butere,Marama North,Non-Functional,12216.99428113346,2309.0678202500508,4291.755424126582,22586.044335820054,3614.417644893678,2303.0,181.0,0.0785931393834129,0.6033333333333334,67.94637637441305,0.191333,34.568833,5.864280700683594,0.75015,23.595000000000027,7.298779964447021,1
Borehole/Tubewell,Well,Hand Pump - Afridev,Busia,Funyula,Nangina,Non-Functional,13927.988616543817,1445.4400368024976,542.4428007842362,21527.489594545463,14081.29233063218,1429.0,524.0,0.3666899930020993,1.7466666666666666,24.55450673468585,0.273211,34.079445,3.148764610290528,0.7236,25.31500000000005,4.305532932281494,2
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Kaiti,Kee,"Non-Functional, dry season",19806.71648636912,4179.139550800756,2709.889849882184,22004.70452731008,28370.58053834976,1335.0,207.0,0.1550561797752809,1.1566666666666667,67.83937274769593,-1.717342,37.29977,0.2466336041688919,0.4725,22.910000000000025,2.2677597999572754,0
Protected Well,Well,Motorized Pump - Electric,Kakamega,Butere,Marama South,Non-Functional,5944.74380444309,7949.995644716645,1991.219567404,33052.05414818132,6831.768509652497,2024.0,144.0,0.0711462450592885,0.48,95.35177941889322,0.157012,34.480888,5.61196231842041,0.7678,23.745000000000005,7.928658962249756,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Butere,Marama Central,Non-Functional,7022.444152144145,3000.26405593308,2593.52513069047,23676.83210221436,3876.032513117031,2357.0,226.0,0.0958845990666101,0.7533333333333333,93.32971041054398,0.261655,34.538395,6.072510242462158,0.7463000000000001,23.83500000000004,5.288822650909424,0
Protected Well,Well,Motorized Pump - Electric,Migori,Rongo,South Kamagambo,Non-Functional,23739.7809997996,5753.4356254561135,384.8328353844116,24299.973744962583,6833.45201276803,2325.0,890.0,0.3827956989247312,2.966666666666667,94.15708138374455,-0.819294,34.608139,3.1799232959747314,0.74195,23.305000000000007,4.955850124359131,1
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Makueni,Muvau/Kikuumini,Non-Functional,28322.524508705294,5622.794025182229,6330.583443433292,51116.53287067075,9692.213131230628,371.0,370.0,0.9973045822102424,1.1566666666666667,67.71119080804408,-1.855191,37.583745,0.4276169538497925,0.58125,25.21000000000004,1.328325629234314,1
Undefined Well,Well,Public Tapstand,Kakamega,Butere,Marama Central,"Functional, not in use",7593.592650239691,854.566426428258,2210.1829184230896,27925.775590381138,3789.195646136125,3510.0,116.0,0.033048433048433,0.3866666666666666,67.7752514743934,0.254317,34.50081,6.072510242462158,0.7409,23.78000000000003,6.809908390045166,1
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Makueni,Muvau/Kikuumini,"Functional, needs repair",27581.99016421994,5178.868208922299,3790.213010713624,58979.51860192636,13124.55063820938,371.0,272.0,0.7331536388140162,1.1566666666666667,67.83937274769593,-1.898409,37.64089,0.2027177661657333,0.54625,25.67500000000001,1.1402078866958618,1
Protected Well,Well,Public Tapstand,Kakamega,Lugari,Lwandeti,"Functional, not in use",30809.07110015076,14838.529287381054,659.3531485324748,37456.789626368045,7861.855894116608,2902.0,288.0,0.0992419021364576,0.96,67.75389118766773,0.609882,34.839368,6.5565996170043945,0.7907000000000001,22.980000000000015,6.638944149017334,1
Protected Well,Well,Motorized Pump - Electric,Busia,Butula,Kingandole,Non-Functional,4335.263579190507,4265.54824102118,6399.449749236597,19147.979797528296,6313.321536892102,1648.0,210.0,0.1274271844660194,0.7,94.305596158883,0.356518,34.222466,5.273308753967285,0.74045,25.090000000000032,4.759542465209961,1
Protected Well,Well,Motorized Pump - Electric,Busia,Butula,Marachi East,Non-Functional,9083.929636932977,1310.0453594134892,1691.3972481912238,27743.70971436177,10368.360899515805,1826.0,76.0,0.0416210295728368,0.2533333333333333,87.93194853694935,0.320984,34.292755,5.718968868255615,0.76465,24.480000000000015,5.924099445343018,2
Protected Well,Well,Motorized Pump - Electric,Siaya,Ugunja,Sidindi,Non-Functional,3459.16449696747,13620.359742870984,396.1746130499194,39157.84933844549,4360.260513787501,2100.0,739.0,0.3519047619047619,2.4633333333333334,88.76741185501861,0.171508,34.416225,5.53131914138794,0.7525000000000001,24.390000000000043,3.627901315689087,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Shinyalu,Isukha North,Non-Functional,7416.749286593595,5394.685530404976,5240.413070136844,8003.285832084596,13918.345544723594,2905.0,346.0,0.119104991394148,1.153333333333333,99.96848364814444,0.338635,34.796345,6.061765670776367,0.76615,22.96000000000004,9.389460563659668,1
Borehole/Tubewell,Well,Rope and Bucket,Embu,Manyatta,Mbeti North,"Functional, not in use",186.43667208639727,13485.817718448912,1322.1145750930891,4442.997496838888,17436.29747077668,1469.0,1157.0,0.7876106194690266,23.14,26.03716824324743,-0.568141,37.484413,0.529039204120636,0.5046,24.57666666666671,4.804592132568359,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Butere,Marama West,Non-Functional,8443.306999342616,2138.6756708704243,1173.5825766516896,24063.908792304184,2482.62289650988,2200.0,237.0,0.1077272727272727,0.79,93.62436211731712,0.248313,34.53664,6.072510242462158,0.7794500000000001,23.730000000000015,5.479570865631104,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Shinyalu,Murhanda,Non-Functional,5511.189330282258,5587.577276971403,385.4570626947087,5948.256195305449,5502.33092370551,3193.0,458.0,0.1434387723144378,1.5266666666666666,93.50638996919308,0.256813,34.796509,6.13734245300293,0.7906000000000001,22.45500000000004,10.278997421264648,2
Protected Well,Well,Motorized Pump - Electric,Siaya,Ugunja,Sigomere,Non-Functional,8331.541397964987,9058.834696773369,1272.75881538998,39655.519308551535,8924.13824591209,1511.0,92.0,0.0608868299139642,0.3066666666666666,87.10434845316003,0.232727,34.359715,5.008832931518555,0.751,24.58500000000004,4.117146968841553,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Lurambi,Butsotso Central,Non-Functional,1757.315520263107,10125.083616034708,188.54366243278827,10206.104616703493,7219.983716456028,1549.0,320.0,0.2065848934796643,1.0666666666666669,99.96848364814444,0.267322,34.6597,6.251596927642822,0.7587,23.420000000000016,4.883976459503174,0
Borehole/Tubewell,Well,Public Tapstand,Busia,Funyula,Ageng'A Nanguba,"Functional, not in use",20892.032471441897,5948.900596292011,937.9560325195536,27900.006720325666,20839.311062885285,2599.0,963.0,0.3705271258176221,3.21,67.73253763292519,0.221875,34.033485,2.7102959156036377,0.5723,25.225000000000023,3.645404577255249,2
Protected Well,Well,Motorized Pump - Electric,Migori,Awendo,South Sakwa,Non-Functional,36122.28285687999,17422.015062437604,273.16003184223706,36655.05201910887,657.6980074363216,6265.0,956.0,0.1525937749401436,3.1866666666666665,93.18273248431352,-0.902288,34.533432,3.076781272888184,0.73645,24.640000000000043,31.302154541015625,3
Protected Well,Well,Public Tapstand,Migori,Suna East,Kakrao,"Functional, needs repair",50487.69964560748,7747.746901471996,937.9378312074072,51013.8459464872,8079.985597797899,1286.0,331.0,0.2573872472783826,1.1033333333333333,67.68985071090341,-0.996857,34.444937,2.3871164321899414,0.7124,23.605000000000015,3.2690651416778564,0
Protected Well,Well,Motorized Pump - Electric,Siaya,Gem,West Gem,Non-Functional,5641.014375473344,3450.1890565452704,3830.450846500524,44189.15473324916,8233.41376092922,1219.0,495.0,0.4060705496308449,1.65,93.2414958586386,0.083925,34.403275,3.673686981201172,0.7704000000000001,24.14500000000004,3.968128442764282,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Butere,Marama North,Non-Functional,6829.683256231896,8391.176419509839,553.9263238404698,16557.96620271249,1187.736473968988,3550.0,197.0,0.0554929577464788,0.6566666666666666,93.3002962906252,0.231063,34.6106,6.020668029785156,0.7894,23.265000000000043,8.409868240356445,1
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Migori,Kuria West,Tagare,"Functional, not in use",61208.78748965217,3734.050938800309,875.3047826584691,62169.93210247272,7315.93805927012,2034.0,1034.0,0.5083579154375615,1.1566666666666667,67.58325106711824,-1.129816,34.4472,2.245768547058105,0.7140500000000001,23.185,4.439950466156006,0
Rainwater Harvesting,Rainwater Harvesting,Public Tapstand,Bungoma,Likuyani,Kongoni,"Non-Functional, dry season",29744.839190598632,8563.311194251673,4392.052995742607,32364.92490210824,11071.071919230008,2917.0,888.0,0.3044223517312307,17.76,67.62587076472403,0.776592,35.131957,4.569857120513916,0.76575,21.670000000000016,6.5963239669799805,2
Borehole/Tubewell,Well,Hand Pump - Afridev,Busia,Teso South,Chakol North,Non-Functional,9911.223158104069,46.73693954127911,755.3558419391262,16719.724829867322,10394.315005152595,2256.0,326.0,0.1445035460992907,1.086666666666667,93.7129388939502,0.573737,34.197453,5.553568840026856,0.7080000000000001,25.13000000000005,4.167130947113037,1
Undefined Well,Well,Public Tapstand,Bungoma,Likuyani,Likuyani,"Functional, not in use",35234.81723563949,9607.07514755684,125.56798589372352,28017.07700570348,18187.674621802533,1331.0,583.0,0.4380165289256198,1.9433333333333327,67.71119080804408,0.71199,35.10749,4.586181163787842,0.6347,21.595000000000027,5.235172748565674,1
Protected Well,Well,Motorized Pump - Electric,Busia,Matayos,Burumba,Non-Functional,486.5442849879629,2575.2252360793527,181.14429195567035,2556.4071730448563,245.3524683147716,20204.0,1721.0,0.0851811522470797,5.736666666666666,93.65387840316104,0.464682,34.113274,4.33721399307251,0.5061,26.850000000000023,53.86907196044922,3
Protected Well,Well,Motorized Pump - Electric,Kakamega,Butere,Marama Central,Non-Functional,5276.48731493185,874.9120193326867,4380.865137849884,26544.755045469392,5182.113322959259,2093.0,302.0,0.144290492116579,1.0066666666666666,85.47244265543571,0.274685,34.511696,6.057322025299072,0.7307,23.95500000000004,5.719394207000732,2
Protected Well,Well,Public Tapstand,Kakamega,Ikolomani,Idakho South,"Functional, needs repair",12333.759885352996,4124.419365769113,3567.395708108776,13124.771433999553,4257.691091849847,1801.0,204.0,0.113270405330372,0.68,67.7752514743934,0.165691,34.734075,6.798099994659424,0.7766000000000001,23.170000000000016,7.175127983093262,1
Protected Well,Well,Motorized Pump - Electric,Migori,Rongo,South Kamagambo,Non-Functional,30897.97227149213,14675.61513233364,649.3392409590389,31662.751492176696,7749.186766491332,2313.0,1020.0,0.4409857328145266,3.4,88.79539692474496,-0.901391,34.601032,3.05275559425354,0.7659,23.450000000000045,4.961564064025879,1
Borehole/Tubewell,Well,Hand Pump - India Mark,West Pokot,Sigor,Sekerr,Non-Functional,14160.097016542975,27223.181791027524,11607.2693212606,92040.69823439262,62427.16440275216,222.0,222.0,1.0,0.74,34.70901658118593,1.6555,35.4836,3.509072542190552,0.60285,27.745000000000005,0.2501398026943207,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Butere,Marama West,Non-Functional,11478.085097184225,816.0320828176798,1243.4806882368773,25217.191800430595,1365.9072930197556,3132.0,130.0,0.0415070242656449,0.4333333333333333,89.61081311791284,0.220155,34.532318,6.072510242462158,0.768,23.535000000000025,6.373623371124268,1
Undefined Well,Well,Public Tapstand,Bungoma,Likuyani,Sango,"Functional, not in use",32908.58154518975,7065.759773789685,14.391044218344309,31813.579604199047,17825.16274222659,2569.0,1333.0,0.5188789412222655,4.443333333333333,67.75389118766773,0.723089,35.06927,4.861961364746094,0.68335,21.250000000000057,3.819587230682373,1
Piped Water,Piped Water,Public Tapstand,Kisumu,Nyakach,South West Nyakach,"Functional, not in use",23171.26292843959,909.7426306314348,906.007915424138,35188.55926135486,17444.64135303378,2156.5,341.0,0.1812778603268945,1.1566666666666667,67.75389118766773,-0.381932,34.90619,2.997379779815674,0.7541,23.890000000000043,4.821536064147949,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Butere,Marama West,Non-Functional,5041.246611068662,7387.240377864303,3243.9668828940225,18700.55064181982,5537.277028012218,2172.0,207.0,0.0953038674033149,0.69,93.3002962906252,0.260445,34.583549,5.864280700683594,0.7317,23.635000000000048,5.175034999847412,0
Protected Well,Well,Public Tapstand,Bungoma,Lugari,Chekalini,"Functional, not in use",40343.10966751533,11454.967754919942,2525.055032177375,39834.67759458393,17434.508978934984,1912.0,236.0,0.1234309623430962,0.7866666666666666,67.62587076472403,0.611088,34.925363,5.4619855880737305,0.78125,22.480000000000015,4.411649703979492,0
Protected Well,Well,Hand Pump - Afridev,Kisumu,Muhoroni,Ombeyi,Functional,3365.0933084114254,8218.857149159023,858.9312643602881,23802.102540444143,7177.310601400586,2771.0,119.0,0.0429447852760736,0.3966666666666666,25.525211087449364,-0.128481,34.96648,2.615161657333374,0.6861,26.06500000000005,2.35332989692688,1
Protected Well,Well,Motorized Pump - Electric,Bungoma,Kabuchai,West Nalondo,Non-Functional,5187.349413495908,5492.026855310616,987.3486096257546,40203.26822097157,6057.162017319802,1784.0,868.0,0.4865470852017937,2.893333333333333,99.96848364814444,0.61208,34.595798,5.366710186004639,0.7712,23.120000000000005,6.070780754089356,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Khwisero,Kisa Central,Non-Functional,3945.9023032603895,291.39114549659786,8537.782479187634,26919.179526462205,6158.890987188775,3131.0,546.0,0.1743851804535292,1.82,95.081657507361,0.121628,34.569202,4.974061965942383,0.7443000000000001,23.74000000000001,9.028395652770996,2
Rainwater Harvesting,Rainwater Harvesting,Rope and Bucket,Embu,Mbeere South,Mbeti South,"Functional, not in use",2295.356435267233,16264.665393812023,5414.622934422445,9647.75778807192,19503.10960713218,819.0,178.0,0.2173382173382173,3.56,24.913136085206148,-0.615294,37.497971,0.43769371509552,0.56525,25.150000000000038,1.9883925914764404,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Butere,Marama North,Non-Functional,9549.655222859,4338.100646014038,1144.420609794286,20684.39393943188,4344.019766107198,2122.0,134.0,0.063147973609802,0.4466666666666666,93.27089144096396,0.220245,34.575062,5.864280700683594,0.78315,23.345000000000027,7.07310676574707,1
Protected Well,Well,Motorized Pump - Electric,Vihiga,Hamisi,Gisambai,Non-Functional,13711.215737160035,2257.995249837265,458.0804520931033,16492.960491543738,2661.754024016975,3562.0,273.0,0.0766423357664233,0.91,93.41800842107575,0.045848,34.743359,4.951087951660156,0.74605,22.620000000000005,11.965618133544922,1
Protected Well,Well,Motorized Pump - Electric,Vihiga,Hamisi,Shamakhokho,Non-Functional,21475.236812359788,585.5939844702862,1259.8959128380193,21794.614933567183,6875.55041231312,5206.0,341.0,0.0655013446023818,1.1366666666666667,95.29168608539447,0.110062,34.843384,6.576106071472168,0.7884,22.82000000000005,13.935701370239258,1
Borehole/Tubewell,Well,Public Tapstand,Siaya,Ugenya,Ukwala,Non-Functional,11055.696319039263,1340.1601429575676,11.058598579899686,34878.65415142684,11952.78282131458,1191.0,734.0,0.6162888329135181,2.4466666666666668,95.11163322434358,0.162772,34.171116,3.360255718231201,0.71955,25.14500000000004,3.504574775695801,2
Undefined Well,Well,Public Tapstand,Bungoma,Likuyani,Likuyani,"Functional, not in use",35266.59885809341,13495.751900861918,2141.510428058765,26982.198237041623,16856.65880400614,904.0,236.0,0.2610619469026549,0.7866666666666666,67.71119080804408,0.724901,35.140168,5.193853378295898,0.8219500000000001,21.275000000000038,3.4810924530029297,0
Protected Well,Well,Public Tapstand,Nyamira,Kitutu Masaba,Gesima,"Functional, not in use",7360.94319527577,7412.256999942491,417.2484313211615,21904.598546587506,8261.306529402442,1797.0,558.0,0.3105175292153589,1.86,67.81799225228416,-0.704865,34.961403,3.6453137397766113,0.7577,20.69000000000005,6.975178241729736,2
Borehole/Tubewell,Well,Public Tapstand,Kakamega,Matungu,Kholera,"Functional, not in use",934.1052322872058,6228.963825983644,2510.5721437150823,32579.6675247548,2371.11684089854,1707.0,617.0,0.3614528412419449,2.056666666666666,67.62587076472403,0.424936,34.493361,5.455972194671631,0.76605,24.260000000000048,4.262479305267334,2
Borehole/Tubewell,Well,Public Tapstand,Busia,Teso South,Amukura Central,Non-Functional,3066.947052503394,6779.777094787301,1.9415896451938417,15749.102971759456,13710.93822009722,1060.0,164.0,0.1547169811320754,0.5466666666666666,94.2461621590635,0.510762,34.225312,5.55169153213501,0.71465,25.07000000000005,4.8856611251831055,1
Borehole/Tubewell,Well,Hand Pump - India Mark,Kitui,Kitui South,Kanziko,Non-Functional,14844.417406515948,51063.97262937296,8419.22765082246,68919.90643559315,69548.89608358117,480.0,480.0,1.0,1.6,27.496451153999907,-1.902,38.3337,0.047469887882471,0.40925,27.063333333333333,1.278804063796997,2
Undefined Well,Well,Public Tapstand,Migori,Kuria East,Nyabasi West,"Functional, not in use",63333.85605082817,5873.731145393183,146.76349844909188,67249.43385229097,6869.567966580206,2590.0,584.0,0.2254826254826255,1.9466666666666668,67.7752514743934,-1.257098,34.612268,2.4862871170043945,0.6979500000000001,22.80000000000001,5.897680759429932,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Ikolomani,Idakho East,Non-Functional,9680.043063490595,6785.874087103531,1005.8396460226996,10339.969385264354,2243.045687501307,3894.0,873.0,0.224191063174114,2.91,88.76741185501861,0.190161,34.741715,6.657901287078857,0.7814,22.89500000000004,11.322933197021484,2
Borehole/Tubewell,Well,Hand Pump - Afridev,Embu,Mbeere South,Makima,"Functional, not in use",9268.368856434796,14887.764318433015,8414.046819701854,29665.780214345228,35053.063442359286,738.0,352.0,0.4769647696476964,1.1733333333333331,25.221291346912142,-0.780125,37.572498,0.0,0.66025,29.765000000000043,0.5134242177009583,2
Protected Well,Well,Motorized Pump - Electric,Bungoma,Tongaren,Milima,Non-Functional,26041.72122309364,692.7896362783114,2239.099469782219,53195.61134384426,17104.713275392594,4001.0,729.0,0.182204448887778,2.43,95.14161839155696,0.824343,34.864761,4.523522853851318,0.80095,21.825000000000045,8.749370574951172,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Lugari,Lwandeti,Non-Functional,33303.609220391765,13929.772838435878,1904.581842665169,37813.164385707096,10413.796009168802,2688.0,866.0,0.322172619047619,2.8866666666666667,93.6834039943942,0.606037,34.862316,5.645134449005127,0.8105,22.980000000000015,7.555372714996338,2
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Kibwezi West,Emali/Mulala,"Functional, not in use",8578.56889640993,2773.494650932936,3771.669487993344,59971.97099847639,7835.05506951489,1492.0,556.0,0.3726541554959786,1.1566666666666667,67.73253763292519,-2.01325,37.492902,0.2476466745138168,0.50175,23.19000000000005,4.520318984985352,0
Protected Well,Well,Motorized Pump - Electric,Kakamega,Khwisero,Kisa Central,Non-Functional,7998.231410152541,355.96854437219673,7218.41368017271,25680.67332509843,4776.791639785614,2887.0,152.0,0.0526498094908209,0.5066666666666667,93.41800842107575,0.163905,34.552124,5.8042988777160645,0.7925500000000001,23.760000000000048,9.99649143218994,1
Borehole/Tubewell,Well,Hand Pump - Afridev,Busia,Funyula,Ageng'A Nanguba,"Functional, needs repair",15479.652444458265,2478.753109005923,587.9150351327758,23652.163743172543,15491.779112360766,1379.0,212.0,0.1537345902828136,0.7066666666666667,24.55450673468585,0.2545,34.071884,2.868824958801269,0.7187,25.70500000000004,4.367185115814209,1
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Kibwezi East,Mtito Andei,"Functional, not in use",29834.897464656988,14443.25427949209,7457.966671127737,131483.9139865227,19903.347876385007,166.0,166.0,1.0,1.1566666666666667,67.73253763292519,-2.537768,38.208494,0.1861719191074371,0.29645,32.65500000000003,0.445355623960495,1
Protected Well,Well,Public Tapstand,Busia,Matayos,Burumba,"Functional, not in use",1585.475442679074,2635.663929782164,1918.8783041531967,3740.969044948373,2243.992853515369,8237.0,1648.0,0.2000728420541459,5.493333333333333,67.7752514743934,0.444442,34.115007,4.2953643798828125,0.69265,25.260000000000048,22.231395721435547,3
Protected Well,Well,Motorized Pump - Electric,Bungoma,Lugari,Lumakanda,Non-Functional,38146.03958981903,1931.191558804924,7424.733635213507,35542.93325525461,27126.58942032637,1909.0,636.0,0.3331587218438973,2.12,90.57635923302163,0.669235,34.988831,4.913575649261475,0.7996000000000001,21.680000000000007,3.044067621231079,1
Protected Well,Well,Motorized Pump - Electric,Vihiga,Hamisi,Shiru,Non-Functional,17428.18634637168,3108.871258634212,1012.1164086399784,17790.327473985504,10000.5573965802,3031.0,370.0,0.1220719234576047,1.2333333333333334,95.321728016591,0.154765,34.846123,6.9574480056762695,0.79295,22.730000000000015,7.323689460754394,2
Undefined Well,Well,Public Tapstand,Kakamega,Mumias West,Mumias Central,"Functional, needs repair",5311.479731494365,6022.903613175073,3685.525237700884,33810.87051483926,4815.305562309449,1972.0,139.0,0.0704868154158215,0.4633333333333333,67.7752514743934,0.321028,34.44859,6.151429653167725,0.72165,24.215000000000032,4.825972557067871,1
Borehole/Tubewell,Well,Public Tapstand,Kakamega,Navakholo,Bunyala Central,Non-Functional,11300.706283129406,25.94587242343667,872.4492621683946,15340.935432794333,13348.274767794495,2196.0,813.0,0.3702185792349727,2.71,93.50638996919308,0.3941,34.666991,6.085154533386231,0.6572,23.555000000000007,8.771805763244629,2
Protected Well,Well,Public Tapstand,Nyamira,Kitutu Masaba,Gesima,"Functional, not in use",7020.699923874608,8409.633594186846,881.9815260748353,19554.355166682133,8593.725300212487,1995.0,318.0,0.1593984962406015,1.06,67.60455755734841,-0.700759,34.940684,3.9089603424072266,0.7876000000000001,20.91500000000002,5.861684322357178,1
Borehole/Tubewell,Well,Public Tapstand,Kakamega,Navakholo,Ingostse-Mathia,"Functional, not in use",10057.57938361427,172.9940950973975,2493.7541547295027,12191.241560594612,13937.630110266093,2549.0,389.0,0.1526088662220478,1.2966666666666666,67.71119080804408,0.372823,34.686075,6.085154533386231,0.7148,23.44000000000005,5.807673931121826,2
Protected Well,Well,Motorized Pump - Electric,Vihiga,Luanda,Emabungo,Non-Functional,477.404175003601,528.1407121739087,2808.570232376997,22145.60333572778,3596.8834791233085,7937.0,4885.0,0.6154718407458738,16.283333333333335,87.10434845316003,0.021938,34.598623,3.7447993755340576,0.74575,23.590000000000032,17.13157081604004,2
Borehole/Tubewell,Well,Motorized Pump,Kiambu,Lari,Lari/Kirenga,Functional,3151.784154751045,120.86796920972408,204.6993313722637,32629.26528346319,6818.023567701444,4037.0,1777.0,0.4401783502600941,5.923333333333333,26.004359895086143,-1.054664,36.631844,1.4567971229553225,0.33525,17.53000000000003,21.43214225769043,2
Borehole/Tubewell,Well,Public Tapstand,Kisumu,Muhoroni,Miwani,"Functional, not in use",10309.000439319165,81.11599510741506,3806.828710705612,28769.34075272449,13579.13508300684,555.0,555.0,1.0,1.85,67.73253763292519,-0.055567,35.0083,2.659116744995117,0.6446000000000001,26.180000000000007,3.030165195465088,2
Borehole/Tubewell,Well,Hand Pump - Blue,Kakamega,Butere,Marama West,Non-Functional,8579.060080360328,3860.8539858358617,28.98760828364269,21990.71122902472,3823.8683240816495,3361.0,199.0,0.05920856887831,0.6633333333333333,31.59711963094971,0.2365,34.558,5.864280700683594,0.7101000000000001,23.49000000000001,8.243860244750977,1
