water_source_clean,water_source_category,water_tech_clean,clean_adm1,clean_adm2,clean_adm3,status_clean,distance_to_primary,distance_to_secondary,distance_to_tertiary,distance_to_city,distance_to_town,local_population,served_population,crucialness,pressure,staleness_score,latitude,longitude,chirps_30_precipitation,ndvi_30_NDVI,lst_30_LST_Day_1km,pop_population,risk_score
Protected Well,Well,Motorized Pump - Electric,Vihiga,Hamisi,Tambua,Non-Functional,13983.81412742765,8136.472038197165,1731.8427871495212,16670.195909665523,3386.6371397810094,2943.0,525.0,0.1783893985728848,1.75,93.62436211731712,0.038805,34.805264,4.261938571929932,0.75965,23.110000000000014,6.47752857208252,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Mumias East,Lusheya/Lubinu,Non-Functional,4752.780735615452,5454.105342390941,3925.371913417272,21915.27948153186,4881.366189578252,1708.0,451.0,0.2640515222482436,1.5033333333333334,93.62436211731712,0.280123,34.553155,5.930205345153809,0.7107,24.160000000000025,4.705575942993164,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Lurambi,Butsotso Central,Non-Functional,1701.1638078361852,3033.749801693087,1767.7453221875635,3742.89556493781,10380.40237731228,3490.0,502.0,0.1438395415472779,1.6733333333333331,95.081657507361,0.295443,34.718614,5.963113784790039,0.7507,22.980000000000015,8.319089889526367,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Shinyalu,Isukha North,Non-Functional,6566.938399649173,4634.830083633251,6120.455737212428,7195.598691416966,12524.25389092234,2178.0,244.0,0.1120293847566574,0.8133333333333334,92.65552586147405,0.324675,34.799892,6.061765670776367,0.74665,23.035000000000025,8.143668174743652,1
Borehole/Tubewell,Well,Public Tapstand,Busia,Funyula,Bwiri,Non-Functional,25710.722558501337,8275.497630035567,2761.175427423072,32560.27278136639,22149.762563112246,1610.0,859.0,0.5335403726708075,2.8633333333333333,67.5619512919165,0.186355,34.003772,2.7102959156036377,0.6971,24.14500000000004,2.3177950382232666,2
Protected Well,Well,Public Tapstand,Kakamega,Butere,Marama South,"Functional, not in use",6443.500851361985,8343.074957289298,188.4445632046436,34158.89782271024,5926.284316119189,2353.0,130.0,0.0552486187845303,0.4333333333333333,67.73253763292519,0.177081,34.461853,5.61196231842041,0.7706500000000001,23.840000000000032,6.746750354766846,1
Undefined Well,Well,Public Tapstand,Busia,Budalangi,Bunyala Central,"Functional, not in use",27451.630292482296,1022.750289380092,3998.206253102741,41943.03982162563,27755.922285717003,1454.0,224.0,0.1540577716643741,0.7466666666666667,67.60455755734841,0.09214,34.036747,2.181748628616333,0.66585,25.650000000000038,2.638319492340088,1
Protected Well,Well,Motorized Pump - Electric,Bungoma,Tongaren,Milima,Non-Functional,27619.720746586743,1690.878184306528,1230.8049049383133,54092.37803814855,15553.175422165092,4204.0,743.0,0.1767364414843006,2.4766666666666666,99.96848364814444,0.813033,34.853172,4.352391719818115,0.7647,21.92500000000001,6.442320346832275,2
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Kilome,Kiima Kiu/Kalanzoni,"Functional, not in use",36213.21316201527,8714.584174081647,2948.056402539105,39249.05591164309,40405.62663997728,124.0,86.0,0.6935483870967742,1.1566666666666667,67.7752514743934,-1.866081,37.182462,0.2681780159473419,0.4112,25.11500000000001,0.2387326508760452,1
Borehole/Tubewell,Well,Hand Pump,Kajiado,Kajiado South,Entonet/Lenkisim,Functional,21217.57079017932,8268.654263256965,22852.38035450833,61967.87329922886,16675.50673593969,600.0,600.0,1.0,2.0,26.06180166539829,-2.788656,37.322128,0.4913943111896515,0.3266,29.45500000000004,0.0325279757380485,2
Protected Well,Well,Public Tapstand,Kakamega,Mumias East,East Wanga,"Functional, not in use",145.8992137518491,8004.422605923326,8.215471319021182,19742.94803980133,528.1739808566163,5025.0,409.0,0.0813930348258706,1.3633333333333333,67.60455755734841,0.316168,34.575675,5.685474872589111,0.7047,23.89500000000004,14.981273651123049,3
Protected Well,Well,Motorized Pump - Electric,Siaya,Gem,North Gem,Non-Functional,4554.426168242871,8135.709680177624,2625.4111431062047,33353.2768116192,7455.247193752821,1717.0,123.0,0.0716365754222481,0.41,93.7129388939502,0.151228,34.480629,5.61196231842041,0.7819,23.515000000000043,4.156004428863525,0
Protected Well,Well,Motorized Pump - Electric,Siaya,Gem,North Gem,Non-Functional,3767.170770575575,5478.585025153518,6951.614972672078,43416.87091155772,6358.505111396933,1706.0,667.0,0.3909730363423212,2.223333333333333,93.2414958586386,0.102282,34.4039,4.0336737632751465,0.7678,24.640000000000043,4.796375274658203,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Lurambi,Butsotso South,Non-Functional,5098.839703905865,10386.627484502862,879.3661747042089,14611.655024431451,2604.6541013457177,2220.0,255.0,0.1148648648648648,0.85,99.96848364814444,0.241475,34.625488,6.020668029785156,0.7181500000000001,23.56500000000005,4.63921594619751,0
Borehole/Tubewell,Well,Public Tapstand,Kisumu,Muhoroni,Ombeyi,"Functional, not in use",2659.83145411592,8754.609210334567,1218.665081362236,24479.41019500757,7304.569495964609,2109.0,84.0,0.0398293029871977,0.28,67.83937274769593,-0.133418,34.97198,2.615161657333374,0.681,25.96000000000004,3.887383937835693,1
Undefined Well,Well,Public Tapstand,Kakamega,Mumias West,Mumias Central,"Functional, needs repair",572.4549916069807,3951.7255161613575,1578.625279433628,30666.747787286404,2075.596970058104,4165.0,130.0,0.0312124849939975,0.4333333333333333,67.73253763292519,0.354261,34.483683,5.819334983825684,0.6854,24.295000000000016,32.37636947631836,2
Borehole/Tubewell,Well,Public Tapstand,Migori,Kuria East,Gokeharaka/Getambwega,"Functional, not in use",68867.59726406111,81.4580546979526,2154.1945911454773,72282.78070425209,11623.820480305929,1411.0,163.0,0.1155209071580439,0.5433333333333333,67.71119080804408,-1.292094,34.570121,2.2957825660705566,0.6123000000000001,22.795000000000016,5.478204250335693,0
Borehole/Tubewell,Well,Public Tapstand,Busia,Funyula,Nangina,"Functional, not in use",11251.343190038788,27.339083493890563,528.0267230221513,21053.21029727953,11341.374256166164,1761.0,336.0,0.1908006814310051,1.12,68.0321007829885,0.277648,34.103712,3.1985552310943604,0.6474500000000001,25.08000000000004,10.068944931030272,2
Protected Well,Well,Motorized Pump - Electric,Vihiga,Hamisi,Gisambai,Non-Functional,18585.798523398167,3512.7562290874,723.3268815362744,21156.68725757123,1625.1366002405175,3744.0,290.0,0.0774572649572649,0.9666666666666668,95.20161708859428,0.083055,34.798883,5.149988651275635,0.7997500000000001,22.900000000000038,7.287840843200684,1
Borehole/Tubewell,Well,Public Tapstand,Siaya,Alego Usonga,Siaya Township,Non-Functional,12729.855307353922,1176.38412106305,1721.1536045054197,48283.8656539363,3338.175437949821,2001.0,1025.0,0.5122438780609695,3.4166666666666665,93.53586906279808,0.064122,34.256393,3.0788729190826416,0.7704000000000001,24.67500000000001,2.713181734085083,2
Piped Water,Piped Water,Hand Pump,Kajiado,Kajiado South,Entonet/Lenkisim,Functional,5468.356703811721,4161.432797457472,4274.422660312355,52122.80652645051,6271.631394023714,2156.5,341.0,0.1812778603268945,1.1566666666666667,26.06180166539829,-2.89318,37.464298,0.3403617143630981,0.35555,24.140000000000043,2.9102425575256348,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Malava,South Kabras,Non-Functional,10363.007692715471,8346.879503306864,2707.470034752333,10955.883551646008,16525.98153348447,1757.0,562.0,0.3198634035287421,1.8733333333333333,93.32971041054398,0.357916,34.814754,6.655981540679932,0.7609,22.995000000000005,3.875375270843506,1
Undefined Well,Well,Public Tapstand,Migori,Kuria East,Nyabasi West,Non-Functional,65027.05820852581,4313.317082926233,87.73304742676382,69050.8790612685,8719.073152472967,2281.0,440.0,0.1928978518193774,1.4666666666666666,67.62587076472403,-1.273826,34.611819,2.608599901199341,0.68855,23.105000000000015,4.415358543395996,1
Protected Well,Well,Motorized Pump - Electric,Busia,Butula,Marachi Central,Non-Functional,5953.468189320568,763.1801925063507,4781.200631487441,22722.76964428357,6319.297298447875,2644.0,223.0,0.0843419062027231,0.7433333333333333,89.61081311791284,0.337007,34.248112,5.273308753967285,0.77215,24.56,6.167953014373779,2
Borehole/Tubewell,Well,Public Tapstand,Busia,Teso South,Amukura Central,"Functional, needs repair",4086.159674990918,7967.633667992104,29.15120317115734,17422.738410361126,14224.77245026462,1656.0,182.0,0.109903381642512,0.6066666666666667,67.88215396207407,0.514179,34.240005,5.55169153213501,0.69655,25.105000000000015,4.1749043464660645,1
Protected Well,Well,Hand Pump - Afridev,Busia,Nambale,Bukhayo East,Functional,10058.455256045228,2372.7142940803,2710.7580521601785,34530.89287344601,12769.505094183982,2028.0,554.0,0.2731755424063116,1.846666666666667,25.356805531656285,0.533656,34.393673,5.697921752929688,0.7253000000000001,25.24000000000001,5.3824663162231445,2
Protected Well,Well,Public Tapstand,Nyamira,West Mugirango,Bosamaro,"Functional, not in use",13850.284528867483,3017.1783416727258,396.3996233292869,18925.505623810823,4358.529099458674,2709.0,1211.0,0.4470284237726098,4.036666666666667,67.68985071090341,-0.626648,34.932423,4.034904956817627,0.78695,20.50500000000005,8.055479049682617,2
Protected Well,Well,Motorized Pump - Electric,Busia,Butula,Marachi East,Non-Functional,9405.428937046943,1076.9013964016317,1152.047573178978,33565.92886697409,12720.5453480906,1261.0,122.0,0.0967486122125297,0.4066666666666667,93.7129388939502,0.349035,34.36808,6.121353626251221,0.74955,24.410000000000025,5.190589427947998,1
Protected Well,Well,Public Tapstand,Nyamira,West Mugirango,Township,"Functional, not in use",20917.369696606285,4160.033194907918,226.30067501941383,22131.006139017507,1509.764077616365,6940.0,1273.0,0.1834293948126801,4.243333333333333,67.83937274769593,-0.554082,34.930285,3.895785570144653,0.72795,20.81500000000005,22.097543716430664,2
Undefined Well,Well,Public Tapstand,Migori,Kuria East,Nyabasi West,"Functional, needs repair",66883.84849794666,2828.495340416343,58.742537528946656,71067.88776476179,10837.347801515636,2394.0,792.0,0.3308270676691729,2.64,67.62587076472403,-1.293059,34.613425,2.608599901199341,0.7140500000000001,22.52000000000004,3.8316471576690674,1
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Makueni,Muvau/Kikuumini,"Non-Functional, dry season",25227.05104013148,7606.514421245336,6167.215299191434,57333.45041940944,13795.410371553016,435.0,268.0,0.6160919540229886,1.1566666666666667,67.75389118766773,-1.904102,37.613566,0.2591832280158996,0.5815,25.57000000000005,1.327348232269287,1
Undefined Well,Well,Public Tapstand,Busia,Budalangi,Bunyala Central,"Non-Functional, dry season",28011.36342211749,306.2737113257981,4714.856176700554,42680.0455756149,28346.60655593624,3201.0,405.0,0.1265229615745079,1.35,67.60455755734841,0.085605,34.035372,2.152245044708252,0.56505,25.475000000000023,5.055237293243408,2
Borehole/Tubewell,Well,Public Tapstand,Busia,Teso South,Amukura East,"Functional, not in use",12396.79579474114,3138.651203744322,15.843165442692564,22779.08452264121,6004.856693857414,1828.0,482.0,0.2636761487964989,1.606666666666667,67.7752514743934,0.58671,34.25744,5.226843357086182,0.72835,25.545000000000016,3.3781254291534424,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Matungu,Kholera,Non-Functional,431.7812758345883,6745.290925738039,2978.4058189808784,32025.304254706065,2007.6749911848349,2047.0,265.0,0.129457743038593,0.8833333333333333,85.47244265543571,0.423622,34.498267,5.57001256942749,0.7099000000000001,24.14500000000004,4.693338871002197,1
Protected Well,Well,Hand Pump - Afridev,Kisumu,Muhoroni,Masogo/Nyang'Oma,Functional,5901.161323670314,80.5246368210786,5923.727593599525,33855.2088222586,4032.053737890935,2115.0,1864.0,0.881323877068558,6.213333333333333,25.710938843747844,-0.117991,35.105785,3.023181915283203,0.6704,25.285000000000025,4.994623184204102,2
Protected Well,Well,Motorized Pump - Electric,Bungoma,Bumula,Bumula,Non-Functional,7258.115818088167,7694.17708434326,517.291024207511,39105.32571324904,7754.078958000038,2671.0,451.0,0.1688506177461624,1.5033333333333334,95.35177941889322,0.48064,34.458481,5.339102268218994,0.7353500000000001,24.890000000000043,5.767478942871094,3
Protected Well,Well,Motorized Pump - Electric,Kakamega,Khwisero,Kisa Central,Non-Functional,12799.30160716776,5897.412530968984,3211.253513961457,19515.31886487564,1868.9128506284933,2962.0,245.0,0.0827143821742066,0.8166666666666667,84.6413067478578,0.184587,34.604675,6.020668029785156,0.7695000000000001,23.11500000000001,7.014991760253906,1
Borehole/Tubewell,Well,Public Tapstand,Busia,Funyula,Ageng'A Nanguba,Non-Functional,17939.794524349818,6081.189778326613,1916.533885050892,23393.29224534192,18842.09427406693,1449.0,280.0,0.1932367149758454,0.9333333333333332,67.88215396207407,0.262735,34.037962,2.7102959156036377,0.72755,25.745000000000005,3.3137645721435547,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Shinyalu,Isukha Central,Non-Functional,11495.469846263664,9206.056444741434,2470.673506676067,11883.238164522234,5622.252003231259,2426.0,698.0,0.2877164056059357,2.3266666666666667,93.47692016632294,0.20485,34.82296,6.555912017822266,0.80705,22.720000000000027,8.53671932220459,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Malava,West Kabras,Non-Functional,15756.63999242183,7127.721905510373,1452.2434069893104,15912.270600151198,20480.399612274297,1973.0,802.0,0.4064875823618855,2.6733333333333333,95.081657507361,0.42481,34.724026,6.205867767333984,0.7128,23.61500000000001,6.1834588050842285,2
Protected Well,Well,Motorized Pump - Electric,Busia,Butula,Marachi Central,Non-Functional,3881.442508078505,1463.533669350671,5436.981136848597,21762.09852455424,4348.512860132122,2848.0,157.0,0.055126404494382,0.5233333333333333,89.61081311791284,0.33033,34.230602,5.273308753967285,0.7576,24.500000000000057,4.817427158355713,1
Borehole/Tubewell,Well,Public Tapstand,Migori,Suna West,Wasweta Ii,"Functional, not in use",59141.51720167319,533.4997829566978,2776.7348180447702,59829.84097878599,4778.020730948882,2159.0,706.0,0.3270032422417786,2.353333333333333,67.60455755734841,-1.091561,34.431558,2.245768547058105,0.7361000000000001,24.11500000000001,4.098927021026611,2
Protected Well,Well,Hand Pump,Homa Bay,Ndhiwa,Kanyikela,Non-Functional,45537.42094247415,7398.839048611127,463.245776836982,46708.031376859406,20869.04938689656,816.0,107.0,0.1311274509803921,0.3566666666666667,21.354360690162448,-0.804517,34.37022,2.351285457611084,0.7220500000000001,24.775000000000038,1.794563055038452,1
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Kilome,Kiima Kiu/Kalanzoni,"Functional, needs repair",26792.898127123004,8296.518413634805,2460.2178296211614,28340.39100226687,31949.814514165784,953.0,832.0,0.8730325288562435,1.1566666666666667,67.86075998358423,-1.777529,37.26306,0.2409688681364059,0.50495,23.230000000000015,2.429185390472412,0
Borehole/Tubewell,Well,Public Tapstand,Migori,Kuria East,Gokeharaka/Getambwega,"Functional, not in use",68691.9169098551,99.20373445696556,2184.1409096023244,72076.63755060866,11406.737214403956,1502.0,206.0,0.1371504660452729,0.6866666666666666,67.71119080804408,-1.289821,34.569146,2.2957825660705566,0.64095,22.795000000000016,5.478204250335693,0
Piped Water,Piped Water,Hand Pump,Kiambu,Juja,Murera,Functional,2525.357914399732,3716.775160614669,4404.847800817309,16299.032706228463,4826.069738533644,2156.5,341.0,0.1812778603268945,1.1566666666666667,26.267988601888213,-1.162401,37.001122,0.5927754640579224,0.3467,25.430000000000007,4.257130146026611,1
Borehole/Tubewell,Well,Public Tapstand,Migori,Suna West,Wiga,"Functional, not in use",59857.7866488556,190.82855538989432,531.0550730162192,60470.61793823064,11791.64277286408,1275.0,437.0,0.3427450980392157,1.4566666666666668,67.62587076472403,-1.036383,34.364998,2.3152308464050293,0.7261500000000001,24.25500000000005,2.775657415390014,2
Protected Well,Well,Motorized Pump - Electric,Siaya,Ugenya,North Ugenya,Non-Functional,3237.251407499785,2646.3376205397585,2015.8393932607687,25782.65892827389,4964.742100462653,1251.0,135.0,0.1079136690647482,0.45,93.32971041054398,0.29545,34.246727,5.169314861297607,0.7907000000000001,24.52000000000004,3.700597763061523,1
Protected Well,Well,Motorized Pump - Electric,Bungoma,Lugari,Lugari,Non-Functional,35599.639756199795,6123.994455320816,1193.5085313005654,46434.112926508365,13856.212853710853,2032.0,534.0,0.2627952755905511,1.78,99.96848364814444,0.686912,34.865173,5.503329277038574,0.77605,22.535000000000025,6.716967105865479,2
Borehole/Tubewell,Well,Hand Pump - India Mark,Kakamega,Butere,Marenyo - Shianda,Non-Functional,12794.660742368242,101.1874708864798,3340.98600065725,24943.60302267153,3471.319290259757,2181.0,106.0,0.0486015589179275,0.3533333333333333,70.8331387638941,0.202833,34.540667,5.864280700683594,0.75495,23.66500000000002,5.454476356506348,0
Protected Well,Well,Hand Pump - Afridev,Busia,Nambale,Bukhayo East,Non-Functional,5514.28111442651,4946.930946061127,909.9502822513812,32617.20428181517,14691.709893158142,2441.0,318.0,0.1302744776730848,1.06,25.3488139916056,0.490004,34.382656,5.6537933349609375,0.7349,25.15500000000003,3.956165075302124,1
Protected Well,Well,Public Tapstand,Kakamega,Khwisero,Kisa North,"Functional, not in use",10703.142812457205,6309.113213768846,1163.6367105647707,19295.14090688316,3369.122554483024,2783.0,335.0,0.1203736974487962,1.1166666666666667,67.75389118766773,0.163728,34.623757,5.688719749450684,0.7948000000000001,23.28000000000003,7.916242122650146,1
Borehole/Tubewell,Well,Public Tapstand,Busia,Teso South,Chakol South,"Functional, not in use",6308.480199751459,258.4181231281043,533.8821712625366,9375.36625817326,7940.532751333541,3036.0,229.0,0.0754281949934123,0.7633333333333333,67.88215396207407,0.518783,34.157622,4.659128665924072,0.70675,24.885000000000048,8.392894744873047,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Lugari,Lwandeti,Non-Functional,27831.30073084407,18005.83585509932,2152.608021220929,34876.11005680084,5331.445280694791,1447.0,306.0,0.21147201105736,1.02,93.65387840316104,0.592037,34.814098,6.5565996170043945,0.76585,22.96000000000004,5.99707555770874,1
Protected Well,Well,Public Tapstand,Kakamega,Ikolomani,Idakho Central,"Functional, not in use",8173.970846274846,8509.050375112585,168.03810912163928,9288.704212564511,4520.463626324639,4788.0,272.0,0.0568086883876357,0.9066666666666666,67.75389118766773,0.203877,34.722822,6.657901287078857,0.7907000000000001,22.700000000000045,14.15859603881836,1
Borehole/Tubewell,Well,Public Tapstand,Busia,Funyula,Bwiri,"Functional, needs repair",22793.297220687928,4383.653270228397,1267.359437377338,32592.501189104067,22539.67435451092,765.0,281.0,0.3673202614379085,0.9366666666666666,67.58325106711824,0.17744,34.03888,2.687519788742065,0.7327,25.110000000000014,3.3888590335845947,1
Borehole/Tubewell,Well,Public Tapstand,Makueni,Mbooni,Tulimani,Non-Functional,8408.29835379586,13398.897867856624,2468.75693497554,15461.771227188136,14564.987274621357,871.0,256.0,0.2939150401836969,0.8533333333333334,67.71119080804408,-1.58314,37.390682,0.2966587543487549,0.52435,23.88000000000005,3.365594387054444,1
Protected Well,Well,Motorized Pump - Electric,Homa Bay,Kasipul,Central Kasipul,Non-Functional,22513.88433615462,3978.4881266049415,4395.515644902331,23353.30889515928,5585.684735778051,1706.0,415.0,0.2432590855803048,1.3833333333333333,94.12740650667872,-0.459877,34.741505,2.456613302230835,0.77505,24.45500000000004,4.826990127563477,2
Borehole/Tubewell,Well,Hand Pump,Homa Bay,Mbita,Gembe,Non-Functional,55097.49872800698,1380.8916005023952,120.48004812181829,56734.99804458434,12039.530765492902,1025.0,560.0,0.5463414634146342,1.8666666666666667,21.314011800389093,-0.4936,34.28897,1.2321475744247437,0.67035,25.760000000000048,2.171308279037476,2
Piped Water,Piped Water,Hand Pump,Kisumu,Nyando,Ahero,Functional,1778.030882009083,10354.360272742571,211.0904636748881,20041.27200083546,211.092064390944,2156.5,341.0,0.1812778603268945,1.1566666666666667,24.72537641242735,-0.17417,34.919712,2.2085249423980717,0.44355,26.355000000000015,84.57919311523438,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Lurambi,Butsotso Central,Non-Functional,1021.702658531042,5595.561406401113,680.2860646743085,4517.280169358089,8857.642140432705,4677.0,382.0,0.0816762882189437,1.2733333333333334,95.11163322434358,0.271694,34.711092,5.963113784790039,0.74815,23.03000000000003,7.96698522567749,2
Protected Well,Well,Motorized Pump - Electric,Siaya,Ugunja,Sigomere,Non-Functional,3861.911702023411,4829.926686244107,617.0902443776117,42285.23887668076,5090.859827974248,2069.0,254.0,0.1227646205896568,0.8466666666666667,99.96848364814444,0.192363,34.354225,5.008832931518555,0.78695,24.50500000000005,4.334073066711426,1
Protected Well,Well,Motorized Pump - Electric,Siaya,Gem,North Gem,Non-Functional,2380.644242194572,4870.55405095146,4921.776603890343,40761.60010553108,8459.75559616633,2086.0,292.0,0.1399808245445829,0.9733333333333334,90.51927550164648,0.099125,34.432808,4.667978286743164,0.76915,24.06500000000005,4.5389838218688965,1
Protected Well,Well,Motorized Pump - Electric,Migori,Uriri,South Kanyamkago,Non-Functional,39124.13448901891,18879.18876865154,738.5206155790621,39639.614192400455,2410.7899099005444,1468.0,1202.0,0.8188010899182562,4.006666666666667,93.7129388939502,-0.924452,34.517529,3.076781272888184,0.76415,23.90500000000003,4.946429252624512,2
Protected Well,Well,Motorized Pump - Electric,Vihiga,Hamisi,Shiru,Non-Functional,20285.21861580182,965.2032203936536,1188.9308409193616,20660.79285072,11232.56099447907,3677.0,504.0,0.1370682621702474,1.68,95.35177941889322,0.140003,34.86911,6.916738510131836,0.78235,22.525000000000038,8.381692886352539,2
Protected Well,Well,Motorized Pump - Electric,Bungoma,Likuyani,Sango,Non-Functional,33181.52627582467,8645.837786466496,1337.3566893922134,30579.35757192413,17063.421312543098,1865.0,763.0,0.4091152815013404,2.543333333333333,93.47692016632294,0.725175,35.087536,5.193853378295898,0.7836000000000001,21.500000000000057,5.120912075042725,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Khwisero,Kisa North,Non-Functional,10634.817796570562,5818.061189183971,956.8085110156128,19278.66980012228,3802.912524010276,2402.0,239.0,0.0995004163197335,0.7966666666666666,93.15336468647514,0.160637,34.626926,5.688719749450684,0.7944,23.39500000000004,7.631496906280518,1
Protected Well,Well,Motorized Pump - Electric,Homa Bay,Kabondo Kasipul,Kojwach,Non-Functional,21342.769578434785,11595.760975647225,3659.952358235184,21520.398960313105,11842.841975360772,1957.0,339.0,0.1732243229432805,1.13,93.65387840316104,-0.488389,34.838796,3.1097753047943115,0.7861,23.545000000000016,3.461733341217041,0
Protected Well,Well,Motorized Pump - Electric,Kisii,Kitutu Chache South,Bogusero,Non-Functional,12059.132933170931,2704.170685582076,6878.750272104635,13138.745741461204,5203.495128059488,2644.0,424.0,0.1603630862329803,1.413333333333333,93.18273248431352,-0.556764,34.73024,3.2218751907348637,0.78415,22.81,6.244745254516602,2
Protected Well,Well,Motorized Pump - Electric,Kakamega,Lugari,Lwandeti,Non-Functional,31781.05296629977,11578.731986491895,2218.865754139693,41054.83322064921,9076.418530579806,2051.0,545.0,0.265724037055095,1.8166666666666669,87.10434845316003,0.642723,34.842487,5.756393432617188,0.784,22.995000000000005,7.308612823486328,2
Borehole/Tubewell,Well,Public Tapstand,Kakamega,Lurambi,Butsotso Central,"Functional, not in use",649.3960398911651,6629.814281396402,2284.4361833260496,7004.902681100528,10647.873697216764,2872.0,334.0,0.1162952646239554,1.1133333333333333,67.71119080804408,0.283142,34.687073,5.963113784790039,0.7652,23.390000000000043,6.626135349273682,1
Protected Well,Well,Motorized Pump - Electric,Vihiga,Sabatia,Chavakali,Non-Functional,15904.58556783052,1571.9223814844015,3635.695060449973,17879.29027438414,2679.2303841364933,4030.0,290.0,0.0719602977667493,0.9666666666666668,95.081657507361,0.126402,34.71117,5.462062358856201,0.7787000000000001,23.045000000000016,14.764719009399414,1
Protected Well,Well,Motorized Pump - Electric,Kakamega,Malava,Shirugu-Mugai,Non-Functional,20715.099758931457,16324.775499054138,67.44005381680357,21173.90805076665,16825.347992718573,1761.0,481.0,0.2731402612152186,1.6033333333333333,91.3793216568622,0.462993,34.815731,6.295017719268799,0.71135,22.760000000000048,5.411088943481445,1
Borehole/Tubewell,Well,Public Tapstand,Kakamega,Butere,Marama Central,Non-Functional,8589.488322682097,244.92171876063807,1520.6114708718435,26052.35684152978,1818.7424084233069,3445.0,198.0,0.0574746008708272,0.66,85.47244265543571,0.245145,34.519055,6.072510242462158,0.7543500000000001,23.735000000000014,8.868288040161133,1
Undefined Well,Well,Public Tapstand,Kakamega,Mumias West,Mumias Central,"Functional, not in use",353.24766486784983,4567.890046585485,2425.0251392584355,30835.31465183325,1791.0766743091317,4371.0,323.0,0.07389613360787,1.0766666666666669,67.68985071090341,0.361041,34.48398,5.619137287139893,0.63415,24.39500000000004,54.45867538452149,2
Sand or Sub-surface Dam,Sand or Sub-surface Dam,Public Tapstand,Makueni,Makueni,Kathonzweni,"Functional, needs repair",29135.97590239182,4304.403000836332,50.09300687955891,62639.35963977548,15324.40549043477,438.0,351.0,0.8013698630136986,1.1566666666666667,67.71119080804408,-1.911145,37.674474,0.2027177661657333,0.4671,25.970000000000027,2.0970258712768555,1
Protected Well,Well,Motorized Pump - Electric,Siaya,Ugunja,Sigomere,Non-Functional,6914.143133314727,9047.960532738029,1882.2260449432824,41301.15236572323,6979.738394347802,1386.0,241.0,0.1738816738816739,0.8033333333333333,95.14161839155696,0.217835,34.384727,5.357344627380371,0.7595000000000001,24.620000000000005,4.489738941192627,1
Protected Well,Well,Hand Pump,Makueni,Kaiti,Kee,"Functional, not in use",21851.13093912306,5196.685351398808,2936.679461626835,24154.74935194772,27227.12973797628,1354.0,290.0,0.2141802067946824,0.9666666666666668,67.86075998358423,-1.735734,37.307232,0.2466336041688919,0.50595,23.02333333333337,1.9335033893585205,0
Protected Well,Well,Motorized Pump - Electric,Bungoma,Tongaren,Milima,Non-Functional,25819.62568442096,563.238299746586,2436.441017513065,53024.27921051694,17251.1452461098,4666.0,1211.0,0.2595370767252464,4.036666666666667,95.14161839155696,0.82618,34.865616,4.523522853851318,0.80095,21.825000000000045,8.525729179382324,2
Protected Well,Well,Public Tapstand,Nyamira,Kitutu Masaba,Kemera,"Functional, needs repair",2934.59092635312,3057.708345304296,3214.024952238444,9259.970577765456,14470.247302649852,2705.0,582.0,0.2151571164510166,1.94,67.62587076472403,-0.694733,34.84709,4.0021281242370605,0.7834500000000001,20.70500000000004,10.015357971191406,2
Protected Well,Well,Motorized Pump - Electric,Siaya,Gem,East Gem,Non-Functional,4055.665239152041,2514.2323355416183,1130.8502211303598,27277.559266055592,9138.899442649188,2306.0,234.0,0.1014744145706851,0.78,93.47692016632294,0.02662,34.545635,3.520070552825928,0.7867500000000001,23.625000000000057,4.457656383514404,0
Protected Well,Well,Motorized Pump - Electric,Kakamega,Shinyalu,Isukha West,Non-Functional,5555.586018617854,8787.69554412722,2481.6774968364,6547.732692436396,4235.406098749921,3175.0,477.0,0.1502362204724409,1.59,89.61081311791284,0.226984,34.73182,6.657901287078857,0.7903,22.44000000000005,10.37094020843506,2
Protected Well,Well,Motorized Pump - Electric,Bungoma,Webute West,Bokoli,Non-Functional,17349.024288767712,3898.712775814153,505.1865629162066,49006.81952014288,10507.884456581409,2379.0,1116.0,0.4691046658259773,3.72,91.3793216568622,0.715115,34.650845,4.992259502410889,0.7828,22.910000000000025,5.889800071716309,2
Protected Well,Well,Motorized Pump - Electric,Trans Nzoia,Cherangany,Motosiet,Non-Functional,18378.56639626461,2353.6124607596294,2590.971126811167,54708.078363819055,15247.493457654598,2406.0,772.0,0.3208645054031587,2.5733333333333333,95.4119106487592,1.004077,35.170742,3.309222221374512,0.808,21.79000000000002,7.0162739753723145,2
